locus_name	symbol	full_name
Solyc09g091240.4	Solyc09g091240.4	Solyc09g091240.4
Solyc09g091250.4	Solyc09g091250.4	Solyc09g091250.4
Solyc09g091260.3	Solyc09g091260.3	Solyc09g091260.3
Solyc09g091270.3	Solyc09g091270.3	Solyc09g091270.3
Solyc09g091280.4	Solyc09g091280.4	Solyc09g091280.4
Solyc09g091290.1	Solyc09g091290.1	Solyc09g091290.1
Solyc09g091300.1	Solyc09g091300.1	Solyc09g091300.1
Solyc09g091310.1	Solyc09g091310.1	Solyc09g091310.1
Solyc09g091320.1	Solyc09g091320.1	Solyc09g091320.1
Solyc09g091330.1	Solyc09g091330.1	Solyc09g091330.1
Solyc09g091340.1	Solyc09g091340.1	Solyc09g091340.1
Solyc09g091350.1	Solyc09g091350.1	Solyc09g091350.1
Solyc09g091360.1	Solyc09g091360.1	Solyc09g091360.1
Solyc09g091370.4	Solyc09g091370.4	Solyc09g091370.4
Solyc09g091380.1	Solyc09g091380.1	Solyc09g091380.1
Solyc09g091390.3	Solyc09g091390.3	Solyc09g091390.3
Solyc09g091400.4	Solyc09g091400.4	Solyc09g091400.4
Solyc09g091410.2	Solyc09g091410.2	Solyc09g091410.2
Solyc09g091415.1	Solyc09g091415.1	Solyc09g091415.1
Solyc09g091420.4	Solyc09g091420.4	Solyc09g091420.4
Solyc09g091430.4	Solyc09g091430.4	Solyc09g091430.4
Solyc09g091440.3	Solyc09g091440.3	Solyc09g091440.3
Solyc09g091450.3	Solyc09g091450.3	Solyc09g091450.3
Solyc09g091455.1	Solyc09g091455.1	Solyc09g091455.1
Solyc09g091460.3	Solyc09g091460.3	Solyc09g091460.3
Solyc09g091470.3	Solyc09g091470.3	Solyc09g091470.3
Solyc09g091480.4	Solyc09g091480.4	Solyc09g091480.4
Solyc09g091490.3	Solyc09g091490.3	Solyc09g091490.3
Solyc09g091500.3	Solyc09g091500.3	Solyc09g091500.3
Solyc09g091510.3	Solyc09g091510.3	Solyc09g091510.3
Solyc09g091520.2	Solyc09g091520.2	Solyc09g091520.2
Solyc09g091530.2	Solyc09g091530.2	Solyc09g091530.2
Solyc09g091540.2	Solyc09g091540.2	Solyc09g091540.2
Solyc09g091550.3	Solyc09g091550.3	Solyc09g091550.3
Solyc09g091560.3	Solyc09g091560.3	Solyc09g091560.3
Solyc09g091570.2	Solyc09g091570.2	Solyc09g091570.2
Solyc09g091580.3	Solyc09g091580.3	Solyc09g091580.3
Solyc09g091590.3	Solyc09g091590.3	Solyc09g091590.3
Solyc09g091600.4	Solyc09g091600.4	Solyc09g091600.4
Solyc09g091610.3	Solyc09g091610.3	Solyc09g091610.3
Solyc09g091615.1	Solyc09g091615.1	Solyc09g091615.1
Solyc09g091630.1	Solyc09g091630.1	Solyc09g091630.1
Solyc09g091640.1	Solyc09g091640.1	Solyc09g091640.1
Solyc09g091650.3	Solyc09g091650.3	Solyc09g091650.3
Solyc09g091660.3	Solyc09g091660.3	Solyc09g091660.3
Solyc09g091670.3	Solyc09g091670.3	Solyc09g091670.3
Solyc09g091680.1	Solyc09g091680.1	Solyc09g091680.1
Solyc09g091690.1	Solyc09g091690.1	Solyc09g091690.1
Solyc09g091700.4	Solyc09g091700.4	Solyc09g091700.4
Solyc09g091710.3	Solyc09g091710.3	Solyc09g091710.3
Solyc09g091720.1	Solyc09g091720.1	Solyc09g091720.1
Solyc09g091730.4	Solyc09g091730.4	Solyc09g091730.4
Solyc09g091740.4	Solyc09g091740.4	Solyc09g091740.4
Solyc09g091750.3	Solyc09g091750.3	Solyc09g091750.3
Solyc09g091760.3	Solyc09g091760.3	Solyc09g091760.3
Solyc09g091770.1	Solyc09g091770.1	Solyc09g091770.1
Solyc09g091780.3	Solyc09g091780.3	Solyc09g091780.3
Solyc09g091790.3	Solyc09g091790.3	Solyc09g091790.3
Solyc09g091800.4	Solyc09g091800.4	Solyc09g091800.4
Solyc09g091810.1	Solyc09g091810.1	Solyc09g091810.1
Solyc09g091820.4	Solyc09g091820.4	Solyc09g091820.4
Solyc09g091830.4	Solyc09g091830.4	Solyc09g091830.4
Solyc09g091840.4	Solyc09g091840.4	Solyc09g091840.4
Solyc09g091850.4	Solyc09g091850.4	Solyc09g091850.4
Solyc09g091860.4	Solyc09g091860.4	Solyc09g091860.4
Solyc09g091870.2	Solyc09g091870.2	Solyc09g091870.2
Solyc09g091880.4	Solyc09g091880.4	Solyc09g091880.4
Solyc09g091883.1	Solyc09g091883.1	Solyc09g091883.1
Solyc09g091887.1	Solyc09g091887.1	Solyc09g091887.1
Solyc09g091900.4	Solyc09g091900.4	Solyc09g091900.4
Solyc09g091910.2	Solyc09g091910.2	Solyc09g091910.2
Solyc09g091920.3	Solyc09g091920.3	Solyc09g091920.3
Solyc09g091930.3	Solyc09g091930.3	Solyc09g091930.3
Solyc09g091940.2	Solyc09g091940.2	Solyc09g091940.2
Solyc09g091950.1	Solyc09g091950.1	Solyc09g091950.1
Solyc09g091960.3	Solyc09g091960.3	Solyc09g091960.3
Solyc09g091965.1	Solyc09g091965.1	Solyc09g091965.1
Solyc09g091970.4	Solyc09g091970.4	Solyc09g091970.4
Solyc09g091980.3	Solyc09g091980.3	Solyc09g091980.3
Solyc09g091990.3	Solyc09g091990.3	Solyc09g091990.3
Solyc09g092010.1	Solyc09g092010.1	Solyc09g092010.1
Solyc09g092020.4	Solyc09g092020.4	Solyc09g092020.4
Solyc09g092025.1	Solyc09g092025.1	Solyc09g092025.1
Solyc09g092030.4	Solyc09g092030.4	Solyc09g092030.4
Solyc09g092040.3	Solyc09g092040.3	Solyc09g092040.3
Solyc09g092050.4	Solyc09g092050.4	Solyc09g092050.4
Solyc09g092060.3	Solyc09g092060.3	Solyc09g092060.3
Solyc09g092070.4	Solyc09g092070.4	Solyc09g092070.4
Solyc09g092080.4	Solyc09g092080.4	Solyc09g092080.4
Solyc09g092090.4	Solyc09g092090.4	Solyc09g092090.4
Solyc09g092100.4	Solyc09g092100.4	Solyc09g092100.4
Solyc09g092110.4	Solyc09g092110.4	Solyc09g092110.4
Solyc09g092120.4	Solyc09g092120.4	Solyc09g092120.4
Solyc09g092130.3	Solyc09g092130.3	Solyc09g092130.3
Solyc09g092140.3	Solyc09g092140.3	Solyc09g092140.3
Solyc09g092145.1	Solyc09g092145.1	Solyc09g092145.1
Solyc09g092150.1	Solyc09g092150.1	Solyc09g092150.1
Solyc09g092160.2	Solyc09g092160.2	Solyc09g092160.2
Solyc09g092170.3	Solyc09g092170.3	Solyc09g092170.3
Solyc09g092180.3	Solyc09g092180.3	Solyc09g092180.3
Solyc09g092190.1	Solyc09g092190.1	Solyc09g092190.1
Solyc09g092200.3	Solyc09g092200.3	Solyc09g092200.3
Solyc09g092210.4	Solyc09g092210.4	Solyc09g092210.4
Solyc09g092220.3	Solyc09g092220.3	Solyc09g092220.3
Solyc09g092230.2	Solyc09g092230.2	Solyc09g092230.2
Solyc09g092235.1	Solyc09g092235.1	Solyc09g092235.1
Solyc09g092240.3	Solyc09g092240.3	Solyc09g092240.3
Solyc09g092250.3	Solyc09g092250.3	Solyc09g092250.3
Solyc09g092260.4	Solyc09g092260.4	Solyc09g092260.4
Solyc09g092270.3	Solyc09g092270.3	Solyc09g092270.3
Solyc09g092280.1	Solyc09g092280.1	Solyc09g092280.1
Solyc09g092283.1	Solyc09g092283.1	Solyc09g092283.1
Solyc09g092287.1	Solyc09g092287.1	Solyc09g092287.1
Solyc09g092290.1	Solyc09g092290.1	Solyc09g092290.1
Solyc09g092300.3	Solyc09g092300.3	Solyc09g092300.3
Solyc09g092310.1	Solyc09g092310.1	Solyc09g092310.1
Solyc09g092320.3	Solyc09g092320.3	Solyc09g092320.3
Solyc09g092330.3	Solyc09g092330.3	Solyc09g092330.3
Solyc09g092340.4	Solyc09g092340.4	Solyc09g092340.4
Solyc09g092350.1	Solyc09g092350.1	Solyc09g092350.1
Solyc09g092360.3	Solyc09g092360.3	Solyc09g092360.3
Solyc09g092370.1	Solyc09g092370.1	Solyc09g092370.1
Solyc09g092380.3	Solyc09g092380.3	Solyc09g092380.3
Solyc09g092390.2	Solyc09g092390.2	Solyc09g092390.2
Solyc09g092400.2	Solyc09g092400.2	Solyc09g092400.2
Solyc09g092410.4	Solyc09g092410.4	Solyc09g092410.4
Solyc09g092420.2	Solyc09g092420.2	Solyc09g092420.2
Solyc09g092430.3	Solyc09g092430.3	Solyc09g092430.3
Solyc09g092440.1	Solyc09g092440.1	Solyc09g092440.1
Solyc09g092450.3	Solyc09g092450.3	Solyc09g092450.3
Solyc09g092460.4	Solyc09g092460.4	Solyc09g092460.4
Solyc09g092470.2	Solyc09g092470.2	Solyc09g092470.2
Solyc09g092480.1	Solyc09g092480.1	Solyc09g092480.1
Solyc09g092490.3	Solyc09g092490.3	Solyc09g092490.3
Solyc09g092500.1	Solyc09g092500.1	Solyc09g092500.1
Solyc09g092510.3	Solyc09g092510.3	Solyc09g092510.3
Solyc09g092520.3	Solyc09g092520.3	Solyc09g092520.3
Solyc09g092530.4	Solyc09g092530.4	Solyc09g092530.4
Solyc09g092540.1	Solyc09g092540.1	Solyc09g092540.1
Solyc09g092550.4	Solyc09g092550.4	Solyc09g092550.4
Solyc09g092560.4	Solyc09g092560.4	Solyc09g092560.4
Solyc09g092580.4	Solyc09g092580.4	Solyc09g092580.4
Solyc09g092590.2	Solyc09g092590.2	Solyc09g092590.2
Solyc09g092600.3	Solyc09g092600.3	Solyc09g092600.3
Solyc09g092620.3	Solyc09g092620.3	Solyc09g092620.3
Solyc09g092640.3	Solyc09g092640.3	Solyc09g092640.3
Solyc09g092645.1	Solyc09g092645.1	Solyc09g092645.1
Solyc09g092670.3	Solyc09g092670.3	Solyc09g092670.3
Solyc09g092680.4	Solyc09g092680.4	Solyc09g092680.4
Solyc09g092690.3	Solyc09g092690.3	Solyc09g092690.3
Solyc09g092700.3	Solyc09g092700.3	Solyc09g092700.3
Solyc09g092720.3	Solyc09g092720.3	Solyc09g092720.3
Solyc09g092725.1	Solyc09g092725.1	Solyc09g092725.1
Solyc09g092750.3	Solyc09g092750.3	Solyc09g092750.3
Solyc09g092760.2	Solyc09g092760.2	Solyc09g092760.2
Solyc09g092763.1	Solyc09g092763.1	Solyc09g092763.1
Solyc09g092765.1	Solyc09g092765.1	Solyc09g092765.1
Solyc09g092767.1	Solyc09g092767.1	Solyc09g092767.1
Solyc09g097760.3	Solyc09g097760.3	Solyc09g097760.3
Solyc09g097770.3	Solyc09g097770.3	Solyc09g097770.3
Solyc09g097780.2	Solyc09g097780.2	Solyc09g097780.2
Solyc09g097790.1	Solyc09g097790.1	Solyc09g097790.1
Solyc09g097800.2	Solyc09g097800.2	Solyc09g097800.2
Solyc09g097810.3	Solyc09g097810.3	Solyc09g097810.3
Solyc09g097820.3	Solyc09g097820.3	Solyc09g097820.3
Solyc09g097830.4	Solyc09g097830.4	Solyc09g097830.4
Solyc09g097840.2	Solyc09g097840.2	Solyc09g097840.2
Solyc09g097850.1	Solyc09g097850.1	Solyc09g097850.1
Solyc09g097860.4	Solyc09g097860.4	Solyc09g097860.4
Solyc09g097870.4	Solyc09g097870.4	Solyc09g097870.4
Solyc09g097880.4	Solyc09g097880.4	Solyc09g097880.4
Solyc09g097890.2	Solyc09g097890.2	Solyc09g097890.2
Solyc09g097900.3	Solyc09g097900.3	Solyc09g097900.3
Solyc09g097910.4	Solyc09g097910.4	Solyc09g097910.4
Solyc09g097920.3	Solyc09g097920.3	Solyc09g097920.3
Solyc09g097930.4	Solyc09g097930.4	Solyc09g097930.4
Solyc09g097940.1	Solyc09g097940.1	Solyc09g097940.1
Solyc09g097950.3	Solyc09g097950.3	Solyc09g097950.3
Solyc09g097960.3	Solyc09g097960.3	Solyc09g097960.3
Solyc09g097970.3	Solyc09g097970.3	Solyc09g097970.3
Solyc09g097980.4	Solyc09g097980.4	Solyc09g097980.4
Solyc09g097990.1	Solyc09g097990.1	Solyc09g097990.1
Solyc09g098000.4	Solyc09g098000.4	Solyc09g098000.4
Solyc09g098010.3	Solyc09g098010.3	Solyc09g098010.3
Solyc09g098030.4	Solyc09g098030.4	Solyc09g098030.4
Solyc09g098040.3	Solyc09g098040.3	Solyc09g098040.3
Solyc09g098050.2	Solyc09g098050.2	Solyc09g098050.2
Solyc09g098060.3	Solyc09g098060.3	Solyc09g098060.3
Solyc09g098070.3	Solyc09g098070.3	Solyc09g098070.3
Solyc09g098080.4	Solyc09g098080.4	Solyc09g098080.4
Solyc09g098090.4	Solyc09g098090.4	Solyc09g098090.4
Solyc09g098100.4	Solyc09g098100.4	Solyc09g098100.4
Solyc09g098110.4	Solyc09g098110.4	Solyc09g098110.4
Solyc09g098115.1	Solyc09g098115.1	Solyc09g098115.1
Solyc09g098117.1	Solyc09g098117.1	Solyc09g098117.1
Solyc09g098120.3	Solyc09g098120.3	Solyc09g098120.3
Solyc09g098130.3	Solyc09g098130.3	Solyc09g098130.3
Solyc09g098140.4	Solyc09g098140.4	Solyc09g098140.4
Solyc09g098150.3	Solyc09g098150.3	Solyc09g098150.3
Solyc09g098160.3	Solyc09g098160.3	Solyc09g098160.3
Solyc09g098170.4	Solyc09g098170.4	Solyc09g098170.4
Solyc09g098180.4	Solyc09g098180.4	Solyc09g098180.4
Solyc09g098190.3	Solyc09g098190.3	Solyc09g098190.3
Solyc09g098210.2	Solyc09g098210.2	Solyc09g098210.2
Solyc09g098220.3	Solyc09g098220.3	Solyc09g098220.3
Solyc09g098230.3	Solyc09g098230.3	Solyc09g098230.3
Solyc09g098240.4	Solyc09g098240.4	Solyc09g098240.4
Solyc09g098260.3	Solyc09g098260.3	Solyc09g098260.3
Solyc09g098270.4	Solyc09g098270.4	Solyc09g098270.4
Solyc09g098280.3	Solyc09g098280.3	Solyc09g098280.3
Solyc09g098290.3	Solyc09g098290.3	Solyc09g098290.3
Solyc09g098300.3	Solyc09g098300.3	Solyc09g098300.3
Solyc09g098310.3	Solyc09g098310.3	Solyc09g098310.3
Solyc09g098320.1	Solyc09g098320.1	Solyc09g098320.1
Solyc09g098330.3	Solyc09g098330.3	Solyc09g098330.3
Solyc09g098340.3	Solyc09g098340.3	Solyc09g098340.3
Solyc09g098350.4	Solyc09g098350.4	Solyc09g098350.4
Solyc09g098360.4	Solyc09g098360.4	Solyc09g098360.4
Solyc09g098370.4	Solyc09g098370.4	Solyc09g098370.4
Solyc09g098380.3	Solyc09g098380.3	Solyc09g098380.3
Solyc09g098385.1	Solyc09g098385.1	Solyc09g098385.1
Solyc09g098390.3	Solyc09g098390.3	Solyc09g098390.3
Solyc09g098400.3	Solyc09g098400.3	Solyc09g098400.3
Solyc09g098410.3	Solyc09g098410.3	Solyc09g098410.3
Solyc09g098420.3	Solyc09g098420.3	Solyc09g098420.3
Solyc09g098425.1	Solyc09g098425.1	Solyc09g098425.1
Solyc09g098440.4	Solyc09g098440.4	Solyc09g098440.4
Solyc09g098450.4	Solyc09g098450.4	Solyc09g098450.4
Solyc09g098460.1	Solyc09g098460.1	Solyc09g098460.1
Solyc09g098470.3	Solyc09g098470.3	Solyc09g098470.3
Solyc09g098480.1	Solyc09g098480.1	Solyc09g098480.1
Solyc09g098490.4	Solyc09g098490.4	Solyc09g098490.4
Solyc09g098500.4	Solyc09g098500.4	Solyc09g098500.4
Solyc09g098510.3	Solyc09g098510.3	Solyc09g098510.3
Solyc09g098520.4	Solyc09g098520.4	Solyc09g098520.4
Solyc09g098530.4	Solyc09g098530.4	Solyc09g098530.4
Solyc09g098540.3	Solyc09g098540.3	Solyc09g098540.3
Solyc09g098550.4	Solyc09g098550.4	Solyc09g098550.4
Solyc09g098560.2	Solyc09g098560.2	Solyc09g098560.2
Solyc09g098580.3	Solyc09g098580.3	Solyc09g098580.3
Solyc09g098590.4	Solyc09g098590.4	Solyc09g098590.4
Solyc09g098600.2	Solyc09g098600.2	Solyc09g098600.2
Solyc09g098601.1	Solyc09g098601.1	Solyc09g098601.1
Solyc09g098602.1	Solyc09g098602.1	Solyc09g098602.1
Solyc09g098603.1	Solyc09g098603.1	Solyc09g098603.1
Solyc09g098604.1	Solyc09g098604.1	Solyc09g098604.1
Solyc09g098605.1	Solyc09g098605.1	Solyc09g098605.1
Solyc09g098606.1	Solyc09g098606.1	Solyc09g098606.1
Solyc09g098607.1	Solyc09g098607.1	Solyc09g098607.1
Solyc09g098608.1	Solyc09g098608.1	Solyc09g098608.1
Solyc09g098610.2	Solyc09g098610.2	Solyc09g098610.2
Solyc09g098620.2	Solyc09g098620.2	Solyc09g098620.2
Solyc09g098770.2	Solyc09g098770.2	Solyc09g098770.2
Solyc09g150100.1	Solyc09g150100.1	Solyc09g150100.1
Solyc09g150101.1	Solyc09g150101.1	Solyc09g150101.1
Solyc09g150102.1	Solyc09g150102.1	Solyc09g150102.1
Solyc09g150103.1	Solyc09g150103.1	Solyc09g150103.1
Solyc09g150104.1	Solyc09g150104.1	Solyc09g150104.1
Solyc09g150105.1	Solyc09g150105.1	Solyc09g150105.1
Solyc09g150106.1	Solyc09g150106.1	Solyc09g150106.1
Solyc09g150107.1	Solyc09g150107.1	Solyc09g150107.1
Solyc09g150108.1	Solyc09g150108.1	Solyc09g150108.1
Solyc09g150109.1	Solyc09g150109.1	Solyc09g150109.1
Solyc09g150110.1	Solyc09g150110.1	Solyc09g150110.1
Solyc09g150111.1	Solyc09g150111.1	Solyc09g150111.1
Solyc09g150112.1	Solyc09g150112.1	Solyc09g150112.1
Solyc09g150113.1	Solyc09g150113.1	Solyc09g150113.1
Solyc09g150114.1	Solyc09g150114.1	Solyc09g150114.1
Solyc09g150115.1	Solyc09g150115.1	Solyc09g150115.1
Solyc09g150116.1	Solyc09g150116.1	Solyc09g150116.1
Solyc09g150117.1	Solyc09g150117.1	Solyc09g150117.1
Solyc09g150118.1	Solyc09g150118.1	Solyc09g150118.1
Solyc09g150119.1	Solyc09g150119.1	Solyc09g150119.1
Solyc09g150120.1	Solyc09g150120.1	Solyc09g150120.1
Solyc09g150121.1	Solyc09g150121.1	Solyc09g150121.1
Solyc09g150122.1	Solyc09g150122.1	Solyc09g150122.1
Solyc09g150123.1	Solyc09g150123.1	Solyc09g150123.1
Solyc09g150125.1	Solyc09g150125.1	Solyc09g150125.1
Solyc09g150126.1	Solyc09g150126.1	Solyc09g150126.1
Solyc09g150127.1	Solyc09g150127.1	Solyc09g150127.1
Solyc09g150128.1	Solyc09g150128.1	Solyc09g150128.1
Solyc09g150129.1	Solyc09g150129.1	Solyc09g150129.1
Solyc09g150130.1	Solyc09g150130.1	Solyc09g150130.1
Solyc09g150131.1	Solyc09g150131.1	Solyc09g150131.1
Solyc09g150132.1	Solyc09g150132.1	Solyc09g150132.1
Solyc09g150133.1	Solyc09g150133.1	Solyc09g150133.1
Solyc09g150134.1	Solyc09g150134.1	Solyc09g150134.1
Solyc09g150135.1	Solyc09g150135.1	Solyc09g150135.1
Solyc09g150136.1	Solyc09g150136.1	Solyc09g150136.1
Solyc09g150137.1	Solyc09g150137.1	Solyc09g150137.1
Solyc09g150138.1	Solyc09g150138.1	Solyc09g150138.1
Solyc09g150139.1	Solyc09g150139.1	Solyc09g150139.1
Solyc09g150140.1	Solyc09g150140.1	Solyc09g150140.1
Solyc09g150141.1	Solyc09g150141.1	Solyc09g150141.1
Solyc09g150142.1	Solyc09g150142.1	Solyc09g150142.1
Solyc09g150143.1	Solyc09g150143.1	Solyc09g150143.1
Solyc09g150144.1	Solyc09g150144.1	Solyc09g150144.1
Solyc09g150145.1	Solyc09g150145.1	Solyc09g150145.1
Solyc09g150146.1	Solyc09g150146.1	Solyc09g150146.1
Solyc09g150147.1	Solyc09g150147.1	Solyc09g150147.1
Solyc09g150148.1	Solyc09g150148.1	Solyc09g150148.1
Solyc09g150149.1	Solyc09g150149.1	Solyc09g150149.1
Solyc09g150150.1	Solyc09g150150.1	Solyc09g150150.1
Solyc09g150151.1	Solyc09g150151.1	Solyc09g150151.1
Solyc09g150152.1	Solyc09g150152.1	Solyc09g150152.1
Solyc09g150153.1	Solyc09g150153.1	Solyc09g150153.1
Solyc09g150154.1	Solyc09g150154.1	Solyc09g150154.1
Solyc09g150155.1	Solyc09g150155.1	Solyc09g150155.1
Solyc09g150156.1	Solyc09g150156.1	Solyc09g150156.1
Solyc09g150157.1	Solyc09g150157.1	Solyc09g150157.1
Solyc09g150158.1	Solyc09g150158.1	Solyc09g150158.1
Solyc10g004000.1	Solyc10g004000.1	Solyc10g004000.1
Solyc10g005000.4	Solyc10g005000.4	Solyc10g005000.4
Solyc10g005010.4	Solyc10g005010.4	Solyc10g005010.4
Solyc10g005020.3	Solyc10g005020.3	Solyc10g005020.3
Solyc10g005030.4	Solyc10g005030.4	Solyc10g005030.4
Solyc10g005040.4	Solyc10g005040.4	Solyc10g005040.4
Solyc10g005050.3	Solyc10g005050.3	Solyc10g005050.3
Solyc10g005060.4	Solyc10g005060.4	Solyc10g005060.4
Solyc10g005080.3	Solyc10g005080.3	Solyc10g005080.3
Solyc10g005090.3	Solyc10g005090.3	Solyc10g005090.3
Solyc10g005100.3	Solyc10g005100.3	Solyc10g005100.3
Solyc10g005110.3	Solyc10g005110.3	Solyc10g005110.3
Solyc10g005120.2	Solyc10g005120.2	Solyc10g005120.2
Solyc10g005125.1	Solyc10g005125.1	Solyc10g005125.1
Solyc10g005140.1	Solyc10g005140.1	Solyc10g005140.1
Solyc10g005150.3	Solyc10g005150.3	Solyc10g005150.3
Solyc10g005160.1	Solyc10g005160.1	Solyc10g005160.1
Solyc10g005170.1	Solyc10g005170.1	Solyc10g005170.1
Solyc10g005180.3	Solyc10g005180.3	Solyc10g005180.3
Solyc10g005190.1	Solyc10g005190.1	Solyc10g005190.1
Solyc10g005200.3	Solyc10g005200.3	Solyc10g005200.3
Solyc10g005210.4	Solyc10g005210.4	Solyc10g005210.4
Solyc10g005220.3	Solyc10g005220.3	Solyc10g005220.3
Solyc10g005230.3	Solyc10g005230.3	Solyc10g005230.3
Solyc10g005240.3	Solyc10g005240.3	Solyc10g005240.3
Solyc10g005250.3	Solyc10g005250.3	Solyc10g005250.3
Solyc10g005260.3	Solyc10g005260.3	Solyc10g005260.3
Solyc10g005270.1	Solyc10g005270.1	Solyc10g005270.1
Solyc10g005280.1	Solyc10g005280.1	Solyc10g005280.1
Solyc10g005290.4	Solyc10g005290.4	Solyc10g005290.4
Solyc10g005300.3	Solyc10g005300.3	Solyc10g005300.3
Solyc10g005310.3	Solyc10g005310.3	Solyc10g005310.3
Solyc10g005320.3	Solyc10g005320.3	Solyc10g005320.3
Solyc10g005330.3	Solyc10g005330.3	Solyc10g005330.3
Solyc10g005335.1	Solyc10g005335.1	Solyc10g005335.1
Solyc10g005340.3	Solyc10g005340.3	Solyc10g005340.3
Solyc10g005350.3	Solyc10g005350.3	Solyc10g005350.3
Solyc10g005360.4	Solyc10g005360.4	Solyc10g005360.4
Solyc10g005370.3	Solyc10g005370.3	Solyc10g005370.3
Solyc10g005390.4	Solyc10g005390.4	Solyc10g005390.4
Solyc10g005400.3	Solyc10g005400.3	Solyc10g005400.3
Solyc10g005410.4	Solyc10g005410.4	Solyc10g005410.4
Solyc10g005420.1	Solyc10g005420.1	Solyc10g005420.1
Solyc10g005430.4	Solyc10g005430.4	Solyc10g005430.4
Solyc10g005440.3	Solyc10g005440.3	Solyc10g005440.3
Solyc10g005450.2	Solyc10g005450.2	Solyc10g005450.2
Solyc10g005460.3	Solyc10g005460.3	Solyc10g005460.3
Solyc10g005470.3	Solyc10g005470.3	Solyc10g005470.3
Solyc10g005480.3	Solyc10g005480.3	Solyc10g005480.3
Solyc10g005485.1	Solyc10g005485.1	Solyc10g005485.1
Solyc10g005490.4	Solyc10g005490.4	Solyc10g005490.4
Solyc10g005500.3	Solyc10g005500.3	Solyc10g005500.3
Solyc10g005510.3	Solyc10g005510.3	Solyc10g005510.3
Solyc10g005520.3	Solyc10g005520.3	Solyc10g005520.3
Solyc10g005530.3	Solyc10g005530.3	Solyc10g005530.3
Solyc10g005540.4	Solyc10g005540.4	Solyc10g005540.4
Solyc10g005550.3	Solyc10g005550.3	Solyc10g005550.3
Solyc10g005560.3	Solyc10g005560.3	Solyc10g005560.3
Solyc10g005580.3	Solyc10g005580.3	Solyc10g005580.3
Solyc10g005590.4	Solyc10g005590.4	Solyc10g005590.4
Solyc10g005600.4	Solyc10g005600.4	Solyc10g005600.4
Solyc10g005610.2	Solyc10g005610.2	Solyc10g005610.2
Solyc10g005620.3	Solyc10g005620.3	Solyc10g005620.3
Solyc10g005630.3	Solyc10g005630.3	Solyc10g005630.3
Solyc10g005640.4	Solyc10g005640.4	Solyc10g005640.4
Solyc10g005650.3	Solyc10g005650.3	Solyc10g005650.3
Solyc10g005660.3	Solyc10g005660.3	Solyc10g005660.3
Solyc10g005670.3	Solyc10g005670.3	Solyc10g005670.3
Solyc10g005680.2	Solyc10g005680.2	Solyc10g005680.2
Solyc10g005690.3	Solyc10g005690.3	Solyc10g005690.3
Solyc10g005700.3	Solyc10g005700.3	Solyc10g005700.3
Solyc10g005710.2	Solyc10g005710.2	Solyc10g005710.2
Solyc10g005720.1	Solyc10g005720.1	Solyc10g005720.1
Solyc10g005730.3	Solyc10g005730.3	Solyc10g005730.3
Solyc10g005740.3	Solyc10g005740.3	Solyc10g005740.3
Solyc10g005750.3	Solyc10g005750.3	Solyc10g005750.3
Solyc10g005760.3	Solyc10g005760.3	Solyc10g005760.3
Solyc10g005770.4	Solyc10g005770.4	Solyc10g005770.4
Solyc10g005780.3	Solyc10g005780.3	Solyc10g005780.3
Solyc10g005790.3	Solyc10g005790.3	Solyc10g005790.3
Solyc10g005800.3	Solyc10g005800.3	Solyc10g005800.3
Solyc10g005820.3	Solyc10g005820.3	Solyc10g005820.3
Solyc10g005830.3	Solyc10g005830.3	Solyc10g005830.3
Solyc10g005840.4	Solyc10g005840.4	Solyc10g005840.4
Solyc10g005850.4	Solyc10g005850.4	Solyc10g005850.4
Solyc10g005860.3	Solyc10g005860.3	Solyc10g005860.3
Solyc10g005870.4	Solyc10g005870.4	Solyc10g005870.4
Solyc10g005880.3	Solyc10g005880.3	Solyc10g005880.3
Solyc10g005890.3	Solyc10g005890.3	Solyc10g005890.3
Solyc10g005900.3	Solyc10g005900.3	Solyc10g005900.3
Solyc10g005905.1	Solyc10g005905.1	Solyc10g005905.1
Solyc10g005910.2	Solyc10g005910.2	Solyc10g005910.2
Solyc10g005920.4	Solyc10g005920.4	Solyc10g005920.4
Solyc10g005930.2	Solyc10g005930.2	Solyc10g005930.2
Solyc10g005940.1	Solyc10g005940.1	Solyc10g005940.1
Solyc10g005950.3	Solyc10g005950.3	Solyc10g005950.3
Solyc10g005960.1	Solyc10g005960.1	Solyc10g005960.1
Solyc10g005970.1	Solyc10g005970.1	Solyc10g005970.1
Solyc10g005980.1	Solyc10g005980.1	Solyc10g005980.1
Solyc10g005990.4	Solyc10g005990.4	Solyc10g005990.4
Solyc10g006000.4	Solyc10g006000.4	Solyc10g006000.4
Solyc10g006010.3	Solyc10g006010.3	Solyc10g006010.3
Solyc10g006020.3	Solyc10g006020.3	Solyc10g006020.3
Solyc10g006030.3	Solyc10g006030.3	Solyc10g006030.3
Solyc10g006040.1	Solyc10g006040.1	Solyc10g006040.1
Solyc10g006050.3	Solyc10g006050.3	Solyc10g006050.3
Solyc10g006070.3	Solyc10g006070.3	Solyc10g006070.3
Solyc10g006080.3	Solyc10g006080.3	Solyc10g006080.3
Solyc10g006090.4	Solyc10g006090.4	Solyc10g006090.4
Solyc10g006095.1	Solyc10g006095.1	Solyc10g006095.1
Solyc10g006100.3	Solyc10g006100.3	Solyc10g006100.3
Solyc10g006110.3	Solyc10g006110.3	Solyc10g006110.3
